Number of elements: 2224 
Elements name, Alias, Datatype, Variable group name, Initial value, type of element, comment 
DEVICE1.FBU_SFC_LD.FBU_LD.X017_27,’017_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_5,’017_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_26,’016_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_15,’016_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_6,’016_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_25,’015_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_14,’015_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_7,’015_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOTKLBRK,”Œ“ À¡– ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_35,’014_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_24,’014_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_33,’012_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_22,’012_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_32,’011_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_10,’011_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_29,’008_29,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_18,’008_18,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X,’,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_3,’008_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H324A,H324A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY42,’3 ”42,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3240,H3240,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY31,’3 ”31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY3B,’3 ”3B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY53,’3 ”53,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3251,H3251,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY4C,’3 ”4C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK69,X– 69,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK58,X– 58,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H228D,H228D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H227C,H227C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H226B,H226B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2261,H2261,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKB4,X– B4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDNS2,ZƒÕ—2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY32,’2 ”32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY76,’2 ”76,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY5E,’2 ”5E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY4D,’2 ”4D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY65,’2 ”65,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDND4,ZƒÕƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY1A,’2 ”1A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY3C,’2 ”3C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY10,’2 ”10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPK2BXP2,Zœ 2¡’œ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZTM34,Z“Ã34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPTM3,”œ“Ã3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZTM12,Z“Ã12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPP4_1,”œœœ4_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPP1_1,”Ãœœ1_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZOTM1,ZŒ“Ã1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY0A,’1 ”0A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY11,’1 ”11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVRASO,Z¬–¿—Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY00,’1 ”00,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZTTREV,Z““–≈¬,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY1B,’1 ”1B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XONKY,’ŒÕ ”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY22,’1 ”22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVBIVK,Z¬¡»¬ ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRBLVKL,’–¡À¬ À,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZRVM,Z–¬Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SSTT,S—““,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZTSY2,Z“—”2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SSTT2,S—““2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZBLSPY,Z¡À—œ”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY78,’2 ”78,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.OPDO,,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.FR021,,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__ATVGK1,__ATVGK1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__STVGK3,__STVGK3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD._ZGK2,_Z√ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__OBNFR,__OBNFR,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6200,H6200,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H62A0,H62A0,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H625F,H625F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__ONDO,__ONDO,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6255,H6255,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H624E,H624E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H620A,H620A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VPD2,__VPD2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6244,H6244,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6233,H6233,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__RRU,__RRU,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNS1P1,’Õ—1œ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X067_23,’067_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOYDM2,”Œ”ƒÃ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_10,’065_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_31,’064_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X063_30,’063_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X063_41,’063_41,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_1,’060_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_35,’057_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YGK3M,”√ 3Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_24,’057_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_13,’057_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMDNS,”ÃƒÕ—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_23,’056_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_12,’056_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X052_30,’052_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X052_41,’052_41,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPND1,”œÕƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YDND6,”ƒÕƒ6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_38,’049_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_27,’049_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2DK2,’–ƒ2ƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_16,’049_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1DK1,’–ƒ1ƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1D4,’–ƒ1ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_7,’049_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2D3,’–ƒ2ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_26,’048_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKY56BSD,” ”56¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_8,’048_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKY34BSD,” ”34¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKY12BSD,” ”12¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_36,’047_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_14,’047_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_9,’047_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_25,’047_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYDK4,” ”ƒ 4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_35,’046_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGD6,”Õ√ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD6R,” ”ƒ6–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_24,’046_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_23,’045_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_12,’045_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_33,’044_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD2,” ”ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_22,’044_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_34,’034_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_12,’034_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP1PWA2,”œ1œÿ¿2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_23,’034_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP2PWA1,”œ2œÿ¿1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.Z1PW2BS,Z1œÿ2¡—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_39,’028_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPTM4,”œ“Ã4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPP4_2,”œœœ4_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_28,’028_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_17,’028_17,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_6,’028_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPP1_2,”Ãœœ1_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X025_9,’025_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_35,’024_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_13,’024_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSZAY21,’—«¿”21,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_22,’022_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YROBIVKTM,”–Œ¡»¬ “Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_11,’022_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YZRRYBYTM,”«––”¡”“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_31,’020_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNK2B,”Õ 2¡,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK1B,’Õ 1¡,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_29,’018_29,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_18,’018_18,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YRASO,”–¿—Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_39,’017_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_28,’017_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_6,’017_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_38,’016_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_27,’016_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_16,’016_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_7,’016_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_15,’015_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_8,’015_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_25,’014_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMNN27,”ÃÕÕ27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_14,’014_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_9,’014_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_34,’012_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_23,’012_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVBIVK,”¬¡»¬ ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YRVM,”–¬Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_33,’011_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_22,’011_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_11,’011_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP1P1_2,”œ1œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YBLSPY,”¡À—œ”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_19,’008_19,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_4,’008_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YBYOTKL,”¡”Œ“ À,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H324B,H324B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY43,’3 ”43,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3241,H3241,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY3C,’3 ”3C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H323A,H323A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY32,’3 ”32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3230,H3230,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3252,H3252,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY4D,’3 ”4D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK59,X– 59,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2262,H2262,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H227D,H227D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK48,X– 48,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKB5,X– B5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK37,X– 37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H5210,H5210,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY1A,’3 ”1A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY10,’3 ”10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY4E,’2 ”4E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY0A,’2 ”0A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY33,’2 ”33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY77,’2 ”77,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY44,’2 ”44,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDNDK1,ZƒÕƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY5F,’2 ”5F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZOPDO,ZŒœƒŒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY66,’2 ”66,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDND5,ZƒÕƒ5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY1B,’2 ”1B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY00,’2 ”00,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY3D,’2 ”3D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY11,’2 ”11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMTM1,”Ã“Ã1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPP2_1,”Ãœœ2_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY0B,’1 ”0B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRRY,’––”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XION,’»ŒÕ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY01,’1 ”01,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY23,’1 ”23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY12,’1 ”12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY1C,’1 ”1C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVKLT,’¬ À“,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XBLKO,’¡À Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZSTSRS,Z—“—–—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SSRS,S—–—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZMPNK1,ZÃœÕ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZSK1,Z— 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY0C,’2 ”0C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY79,’2 ”79,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY46,’2 ”46,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY3F,’2 ”3F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.BLOKS_EXECUTE,,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__ATVGK2,__ATVGK2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD._ZGK3,_Z√ 3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H62A1,H62A1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6256,H6256,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VDNDK1,__VDNDK1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H624F,H624F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H620B,H620B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VPD3,__VPD3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6245,H6245,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__P2BHP,__P2BHP,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6234,H6234,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZTTREV_,Z““–≈¬_,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD._ZVRASO,_Z¬–¿—Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__STRASO,__STRASO,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNS1P2,’Õ—1œ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNS1O1,’Õ—1Œ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNS2P1,’Õ—2œ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X067_24,’067_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOZRRM,”Œ«––Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_22,’065_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOYDM3,”Œ”ƒÃ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_11,’065_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_32,’064_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_10,’064_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X063_20,’063_20,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_2,’060_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_36,’057_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_25,’057_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YGK2M,”√ 2Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_24,’056_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_13,’056_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X052_20,’052_20,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNVIPD1,”Õ¬»œƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_40,’050_40,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPND2,”œÕƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_1,’050_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_39,’049_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2DK3,’–ƒ2ƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_28,’049_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_17,’049_17,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1DK2,’–ƒ1ƒ 2,BOOL,,,1,0,""
