Source variable,Destination variable,Source member,Destination member,Element location
DEVICE1.FBU_LD.PROG1.YNGDK3,DEVICE1.FBU_LD.PROG1.X047_28,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1155:(1,2634),READING FROM,,DEVICE1.FBU_LD.PROG1.X047_28,,(0:0),3087,0,0,"
DEVICE1.FBU_LD.PROG1.YNGDK4,DEVICE1.FBU_LD.PROG1.X047_29,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1157:(1,2640),READING FROM,,DEVICE1.FBU_LD.PROG1.X047_29,,(0:0),3095,0,0,"
DEVICE1.FBU_LD.PROG1.YNGDK4,DEVICE1.FBU_LD.PROG1.X047_30,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1158:(1,2642),READING FROM,,DEVICE1.FBU_LD.PROG1.X047_30,,(0:0),3097,0,0,"
DEVICE1.FBU_LD.PROG1.YONGDK4,DEVICE1.FBU_LD.PROG1.X047_34,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1169:(1,2672),READING FROM,,DEVICE1.FBU_LD.PROG1.X047_34,,(0:0),3127,0,0,"
DEVICE1.FBU_LD.PROG1.YONGDK4,DEVICE1.FBU_LD.PROG1.X047_35,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1170:(1,2674),READING FROM,,DEVICE1.FBU_LD.PROG1.X047_35,,(0:0),3129,0,0,"
DEVICE1.FBU_LD.PROG1.X049_29,DEVICE1.FBU_LD.PROG1.XRD2D4R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1238:(1,2836),READING FROM,,DEVICE1.FBU_LD.PROG1.XRD2D4R,,(0:0),3301,0,0,"
DEVICE1.FBU_LD.PROG1.X049_30,DEVICE1.FBU_LD.PROG1.XRD1D5R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1239:(1,2838),READING FROM,,DEVICE1.FBU_LD.PROG1.XRD1D5R,,(0:0),3303,0,0,"
DEVICE1.FBU_LD.PROG1.X049_31,DEVICE1.FBU_LD.PROG1.XRD2D5R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1240:(1,2840),READING FROM,,DEVICE1.FBU_LD.PROG1.XRD2D5R,,(0:0),3305,0,0,"
DEVICE1.FBU_LD.PROG1.YGOTDO,DEVICE1.FBU_LD.PROG1.X050_37,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1307:(1,2974),READING FROM,,DEVICE1.FBU_LD.PROG1.X050_37,,(0:0),3467,0,0,"
DEVICE1.FBU_LD.PROG1.YVIPD2,DEVICE1.FBU_LD.PROG1.X051_35,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1329:(1,3020),READING FROM,,DEVICE1.FBU_LD.PROG1.X051_35,,(0:0),3523,0,0,"
DEVICE1.FBU_LD.PROG1.X052_12,DEVICE1.FBU_LD.PROG1.XBNG,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1331:(1,3025),READING FROM,,DEVICE1.FBU_LD.PROG1.XBNG,,(0:0),3528,0,0,"
DEVICE1.FBU_LD.PROG1.X052_41,DEVICE1.FBU_LD.PROG1.XBNG,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1331:(1,3028),READING FROM,,DEVICE1.FBU_LD.PROG1.XBNG,,(0:0),3531,0,0,"
DEVICE1.FBU_LD.PROG1.YOBY4,DEVICE1.FBU_LD.PROG1.X060_26,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1443:(1,3255),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_26,,(0:0),3784,0,0,"
DEVICE1.FBU_LD.PROG1.YOBY4,DEVICE1.FBU_LD.PROG1.X060_27,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1444:(1,3257),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_27,,(0:0),3786,0,0,"
DEVICE1.FBU_LD.PROG1.YVBYD1P,DEVICE1.FBU_LD.PROG1.X064_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1463:(1,3301),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_1,,(0:0),3834,0,0,"
DEVICE1.FBU_LD.PROG1.YVBYD1P,DEVICE1.FBU_LD.PROG1.X064_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1464:(1,3303),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_2,,(0:0),3836,0,0,"
DEVICE1.FBU_LD.PROG1.YSL1P,DEVICE1.FBU_LD.PROG1.X064_12,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1478:(1,3331),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_12,,(0:0),3869,0,0,"
DEVICE1.FBU_LD.PROG1.YSL1P,DEVICE1.FBU_LD.PROG1.X064_13,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1479:(1,3333),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_13,,(0:0),3871,0,0,"
DEVICE1.FBU_LD.PROG1.YGK1_TM,DEVICE1.FBU_LD.PROG1.X067_22,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1547:(1,3469),READING FROM,,DEVICE1.FBU_LD.PROG1.X067_22,,(0:0),4030,0,0,"
DEVICE1.FBU_LD.PROG1.X063_41,DEVICE1.FBU_LD.PROG1.XBPIT,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1460:(1,3292),READING FROM,,DEVICE1.FBU_LD.PROG1.XBPIT,,(0:0),3824,0,0,"
DEVICE1.FBU_LD.PROG1.X063_1,DEVICE1.FBU_LD.PROG1.XBOPIT,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1461:(1,3294),READING FROM,,DEVICE1.FBU_LD.PROG1.XBOPIT,,(0:0),3826,0,0,"
DEVICE1.FBU_LD.PROG1.YRZBIS_TM,DEVICE1.FBU_LD.PROG1.X067_27,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1557:(1,3489),READING FROM,,DEVICE1.FBU_LD.PROG1.X067_27,,(0:0),4055,0,0,"
DEVICE1.FBU_LD.PROG1.XRKB0,DEVICE1.FBU_LD.PROG1.__VRDO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1618:(1,3615),READING FROM,,DEVICE1.FBU_LD.PROG1.__VRDO,,(0:0),4193,0,0,"
DEVICE1.FBU_LD.PROG1.H624F,DEVICE1.FBU_LD.PROG1.__VDND2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1630:(1,3639),READING FROM,,DEVICE1.FBU_LD.PROG1.__VDND2,,(0:0),4217,0,0,"
DEVICE1.FBU_LD.PROG1.ZGK1_,DEVICE1.FBU_LD.PROG1.__OGK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1650:(1,3679),READING FROM,,DEVICE1.FBU_LD.PROG1.__OGK1,,(0:0),4257,0,0,"
DEVICE1.FBU_LD.PROG1.SGK2,DEVICE1.FBU_LD.PROG1.__ATVGK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1664:(1,3708),READING FROM,,DEVICE1.FBU_LD.PROG1.__ATVGK2,,(0:0),4288,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZCPM1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):2:(1,3),READING FROM,,DEVICE1.FBU_LD.PROG1.ZCPM1,,(0:0),2,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZCPM2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):4:(2,14),READING FROM,,DEVICE1.FBU_LD.PROG1.ZCPM2,,(0:0),19,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZVIP1M,,,"<LD>,(DEVICE1,FBU_LD,PROG1):5:(1,18),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVIP1M,,(0:0),24,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZVIP2M,,,"<LD>,(DEVICE1,FBU_LD,PROG1):8:(1,29),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVIP2M,,(0:0),39,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZZPVIP,,,"<LD>,(DEVICE1,FBU_LD,PROG1):10:(1,34),READING FROM,,DEVICE1.FBU_LD.PROG1.ZZPVIP,,(0:0),44,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZZPYY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):12:(1,39),READING FROM,,DEVICE1.FBU_LD.PROG1.ZZPYY,,(0:0),49,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZMYY1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):19:(1,55),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMYY1,,(0:0),66,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZMYY2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):22:(1,64),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMYY2,,(0:0),77,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZMKO1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):23:(1,67),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMKO1,,(0:0),80,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZMKO2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):26:(1,76),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMKO2,,(0:0),89,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZMREK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):27:(1,78),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMREK1,,(0:0),91,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZMREK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):30:(1,87),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMREK2,,(0:0),100,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZMPNK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):39:(1,111),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMPNK1,,(0:0),124,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZMPNK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):42:(1,122),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMPNK2,,(0:0),136,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZBLSTT,,,"<LD>,(DEVICE1,FBU_LD,PROG1):50:(1,141),READING FROM,,DEVICE1.FBU_LD.PROG1.ZBLSTT,,(0:0),158,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZBLSPY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):61:(1,166),READING FROM,,DEVICE1.FBU_LD.PROG1.ZBLSPY,,(0:0),183,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZRVM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):67:(1,182),READING FROM,,DEVICE1.FBU_LD.PROG1.ZRVM,,(0:0),204,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZVBIVK,,,"<LD>,(DEVICE1,FBU_LD,PROG1):79:(1,224),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVBIVK,,(0:0),280,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZVKIS,,,"<LD>,(DEVICE1,FBU_LD,PROG1):81:(1,231),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVKIS,,(0:0),289,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZVNAH,,,"<LD>,(DEVICE1,FBU_LD,PROG1):85:(1,239),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVNAH,,(0:0),298,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZVNKY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):88:(1,251),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVNKY,,(0:0),314,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZOTM1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):133:(1,351),READING FROM,,DEVICE1.FBU_LD.PROG1.ZOTM1,,(0:0),425,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZVTM2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):135:(1,357),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVTM2,,(0:0),432,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.ZVWR,,,"<LD>,(DEVICE1,FBU_LD,PROG1):136:(1,361),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVWR,,(0:0),437,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.Y8,,,"<LD>,(DEVICE1,FBU_LD,PROG1):615:(1,1426),READING FROM,,DEVICE1.FBU_LD.PROG1.Y8,,(0:0),1604,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.YKOBI,,,"<LD>,(DEVICE1,FBU_LD,PROG1):707:(1,1616),READING FROM,,DEVICE1.FBU_LD.PROG1.YKOBI,,(0:0),1807,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.YKOSEP,,,"<LD>,(DEVICE1,FBU_LD,PROG1):717:(1,1643),READING FROM,,DEVICE1.FBU_LD.PROG1.YKOSEP,,(0:0),1836,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.YKO1A,,,"<LD>,(DEVICE1,FBU_LD,PROG1):764:(2,1739),READING FROM,,DEVICE1.FBU_LD.PROG1.YKO1A,,(0:0),1944,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.YKO1B,,,"<LD>,(DEVICE1,FBU_LD,PROG1):767:(2,1745),READING FROM,,DEVICE1.FBU_LD.PROG1.YKO1B,,(0:0),1951,0,0,"
DEVICE1.FBU_LD.PROG1.FKO,DEVICE1.FBU_LD.PROG1.YKOREK,,,"<LD>,(DEVICE1,FBU_LD,PROG1):958:(1,2153),READING FROM,,DEVICE1.FBU_LD.PROG1.YKOREK,,(0:0),2487,0,0,"
DEVICE1.FBU_LD.PROG1.XRK41,DEVICE1.FBU_LD.PROG1.ZZPYY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):11:(1,36),READING FROM,,DEVICE1.FBU_LD.PROG1.ZZPYY,,(0:0),46,0,0,"
DEVICE1.FBU_LD.PROG1.XRK70,DEVICE1.FBU_LD.PROG1.ZMKO1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):23:(1,66),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMKO1,,(0:0),79,0,0,"
DEVICE1.FBU_LD.PROG1.XRK70,DEVICE1.FBU_LD.PROG1.ZMKO2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):26:(1,75),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMKO2,,(0:0),88,0,0,"
DEVICE1.FBU_LD.PROG1.XOBWVM,DEVICE1.FBU_LD.PROG1.HVM2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):73:(4,199),READING FROM,,DEVICE1.FBU_LD.PROG1.HVM2,,(0:0),235,0,0,"
DEVICE1.FBU_LD.PROG1.XOBWVM,DEVICE1.FBU_LD.PROG1.HVM3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):74:(4,204),READING FROM,,DEVICE1.FBU_LD.PROG1.HVM3,,(0:0),247,0,0,"
DEVICE1.FBU_LD.PROG1.XOBWVM,DEVICE1.FBU_LD.PROG1.HVM4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):75:(4,209),READING FROM,,DEVICE1.FBU_LD.PROG1.HVM4,,(0:0),259,0,0,"
DEVICE1.FBU_LD.PROG1.XOBWVM,DEVICE1.FBU_LD.PROG1.HVM5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):76:(4,214),READING FROM,,DEVICE1.FBU_LD.PROG1.HVM5,,(0:0),271,0,0,"
DEVICE1.FBU_LD.PROG1.XRK061,DEVICE1.FBU_LD.PROG1.ZVBIVK,,,"<LD>,(DEVICE1,FBU_LD,PROG1):79:(1,225),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVBIVK,,(0:0),281,0,0,"
DEVICE1.FBU_LD.PROG1.XRK062,DEVICE1.FBU_LD.PROG1.ZVBIVK,,,"<LD>,(DEVICE1,FBU_LD,PROG1):80:(1,227),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVBIVK,,(0:0),283,0,0,"
DEVICE1.FBU_LD.PROG1.XOKIS,DEVICE1.FBU_LD.PROG1.ZVKIS,,,"<LD>,(DEVICE1,FBU_LD,PROG1):82:(1,233),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVKIS,,(0:0),291,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY22,DEVICE1.FBU_LD.PROG1.ZVNAH,,,"<LD>,(DEVICE1,FBU_LD,PROG1):86:(1,244),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVNAH,,(0:0),305,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY23,DEVICE1.FBU_LD.PROG1.ZTTREV,,,"<LD>,(DEVICE1,FBU_LD,PROG1):106:(1,288),READING FROM,,DEVICE1.FBU_LD.PROG1.ZTTREV,,(0:0),351,0,0,"
DEVICE1.FBU_LD.PROG1.FRRY,DEVICE1.FBU_LD.PROG1.ZRRYBY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):122:(1,329),READING FROM,,DEVICE1.FBU_LD.PROG1.ZRRYBY,,(0:0),403,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY0D,DEVICE1.FBU_LD.PROG1.ZZRRYBY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):127:(1,339),READING FROM,,DEVICE1.FBU_LD.PROG1.ZZRRYBY,,(0:0),413,0,0,"
DEVICE1.FBU_LD.PROG1.YMPP2_1,DEVICE1.FBU_LD.PROG1.ZPP2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):140:(2,371),READING FROM,,DEVICE1.FBU_LD.PROG1.ZPP2,,(0:0),450,0,0,"
DEVICE1.FBU_LD.PROG1.YMPP2_1,DEVICE1.FBU_LD.PROG1.X028_3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):878:(1,1991),READING FROM,,DEVICE1.FBU_LD.PROG1.X028_3,,(0:0),2250,0,0,"
DEVICE1.FBU_LD.PROG1.ZPW2BS,DEVICE1.FBU_LD.PROG1.YPW2BS_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1022:(1,2281),READING FROM,,DEVICE1.FBU_LD.PROG1.YPW2BS_TM,,(0:0),2646,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY03,DEVICE1.FBU_LD.PROG1.ZVD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):197:(1,489),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVD6,,(0:0),580,0,0,"
DEVICE1.FBU_LD.PROG1.ZPND4,DEVICE1.FBU_LD.PROG1.YNGD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1081:(1,2438),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD4,,(0:0),2848,0,0,"
DEVICE1.FBU_LD.PROG1.ZPND4,DEVICE1.FBU_LD.PROG1.YNGD4R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1084:(1,2446),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD4R,,(0:0),2859,0,0,"
DEVICE1.FBU_LD.PROG1.ZPND4,DEVICE1.FBU_LD.PROG1.YPND4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1302:(1,2964),READING FROM,,DEVICE1.FBU_LD.PROG1.YPND4,,(0:0),3454,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY1C,DEVICE1.FBU_LD.PROG1.ZDND2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):213:(1,527),READING FROM,,DEVICE1.FBU_LD.PROG1.ZDND2,,(0:0),618,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY04,DEVICE1.FBU_LD.PROG1.ZDND5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):218:(1,537),READING FROM,,DEVICE1.FBU_LD.PROG1.ZDND5,,(0:0),628,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY60,DEVICE1.FBU_LD.PROG1.ZVKLD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):222:(1,545),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVKLD1,,(0:0),636,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY60,DEVICE1.FBU_LD.PROG1.YKYD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1027:(1,2294),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD1,,(0:0),2662,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY60,DEVICE1.FBU_LD.PROG1.YKYD1R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1030:(1,2302),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD1R,,(0:0),2673,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY4A,DEVICE1.FBU_LD.PROG1.ZDNDK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):246:(2,606),READING FROM,,DEVICE1.FBU_LD.PROG1.ZDNDK2,,(0:0),700,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY58,DEVICE1.FBU_LD.PROG1.ZVKLDK3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):253:(1,624),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVKLDK3,,(0:0),720,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY58,DEVICE1.FBU_LD.PROG1.YKYDK3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1141:(1,2598),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYDK3,,(0:0),3042,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY59,DEVICE1.FBU_LD.PROG1.ZVKLDK4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):255:(1,629),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVKLDK4,,(0:0),725,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY59,DEVICE1.FBU_LD.PROG1.YKYDK4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1144:(1,2606),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYDK4,,(0:0),3052,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY31,DEVICE1.FBU_LD.PROG1.ZKYBXP1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):258:(1,636),READING FROM,,DEVICE1.FBU_LD.PROG1.ZKYBXP1,,(0:0),732,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY32,DEVICE1.FBU_LD.PROG1.ZKYBXP2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):259:(1,638),READING FROM,,DEVICE1.FBU_LD.PROG1.ZKYBXP2,,(0:0),734,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY32,DEVICE1.FBU_LD.PROG1.YKYBXP2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1186:(1,2718),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYBXP2,,(0:0),3176,0,0,"
DEVICE1.FBU_LD.PROG1.ZPOS1,DEVICE1.FBU_LD.PROG1.YPOS1P,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1345:(1,3059),READING FROM,,DEVICE1.FBU_LD.PROG1.YPOS1P,,(0:0),3564,0,0,"
DEVICE1.FBU_LD.PROG1.ZGK2,DEVICE1.FBU_LD.PROG1.YGK2P,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1400:(1,3169),READING FROM,,DEVICE1.FBU_LD.PROG1.YGK2P,,(0:0),3685,0,0,"
DEVICE1.FBU_LD.PROG1.ZGK2,DEVICE1.FBU_LD.PROG1.YGK2P,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1403:(1,3175),READING FROM,,DEVICE1.FBU_LD.PROG1.YGK2P,,(0:0),3692,0,0,"
DEVICE1.FBU_LD.PROG1.ZGK2,DEVICE1.FBU_LD.PROG1.YGK2_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1548:(1,3471),READING FROM,,DEVICE1.FBU_LD.PROG1.YGK2_TM,,(0:0),4032,0,0,"
DEVICE1.FBU_LD.PROG1.X3KY12,DEVICE1.FBU_LD.PROG1.ZGK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):288:(1,696),READING FROM,,DEVICE1.FBU_LD.PROG1.ZGK2,,(0:0),792,0,0,"
DEVICE1.FBU_LD.PROG1.X3KY13,DEVICE1.FBU_LD.PROG1.ZGK3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):290:(1,700),READING FROM,,DEVICE1.FBU_LD.PROG1.ZGK3,,(0:0),796,0,0,"
DEVICE1.FBU_LD.PROG1.H4200,DEVICE1.FBU_LD.PROG1.X4KY00,,,"<LD>,(DEVICE1,FBU_LD,PROG1):344:(1,814),READING FROM,,DEVICE1.FBU_LD.PROG1.X4KY00,,(0:0),914,0,0,"
DEVICE1.FBU_LD.PROG1.H2216,DEVICE1.FBU_LD.PROG1.X2KY16,,,"<LD>,(DEVICE1,FBU_LD,PROG1):386:(1,928),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY16,,(0:0),1034,0,0,"
DEVICE1.FBU_LD.PROG1.XRK68,DEVICE1.FBU_LD.PROG1.X2KY11,,,"<LD>,(DEVICE1,FBU_LD,PROG1):392:(1,940),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY11,,(0:0),1046,0,0,"
DEVICE1.FBU_LD.PROG1.H2215,DEVICE1.FBU_LD.PROG1.X2KY15,,,"<LD>,(DEVICE1,FBU_LD,PROG1):393:(1,942),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY15,,(0:0),1048,0,0,"
DEVICE1.FBU_LD.PROG1.H2244,DEVICE1.FBU_LD.PROG1.X2KY44,,,"<LD>,(DEVICE1,FBU_LD,PROG1):401:(1,958),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY44,,(0:0),1064,0,0,"
DEVICE1.FBU_LD.PROG1.XRKB1,DEVICE1.FBU_LD.PROG1.X2KY38,,,"<LD>,(DEVICE1,FBU_LD,PROG1):405:(1,966),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY38,,(0:0),1076,0,0,"
DEVICE1.FBU_LD.PROG1.XRK5A,DEVICE1.FBU_LD.PROG1.X3KY09,,,"<LD>,(DEVICE1,FBU_LD,PROG1):427:(1,1010),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY09,,(0:0),1120,0,0,"
DEVICE1.FBU_LD.PROG1.H324E,DEVICE1.FBU_LD.PROG1.X3KY4E,,,"<LD>,(DEVICE1,FBU_LD,PROG1):430:(1,1016),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY4E,,(0:0),1126,0,0,"
DEVICE1.FBU_LD.PROG1.H3207,DEVICE1.FBU_LD.PROG1.X3KY07,,,"<LD>,(DEVICE1,FBU_LD,PROG1):442:(1,1040),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY07,,(0:0),1150,0,0,"
